Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Comoros,COM,41.44243902,41.83953659,42.2377561,42.635,43.03270732,43.43426829,43.84560976,44.27119512,44.71204878,45.16821951,45.63178049,46.09336585,46.54758537,46.99153659,47.43073171,47.87570732,48.34292683,48.84529268,49.38919512,49.97412195,50.596,51.24434146,51.90312195,52.55736585,53.19756098,53.81919512,54.42229268,55.00936585,55.58092683,56.1305122,56.65360976,57.14521951,57.59934146,58.01346341,58.38258537,58.69717073,58.94717073,59.13558537,59.27092683,59.36568293,59.43890244,59.51014634,59.59892683,59.72080488,59.8887561,60.10978049,60.38831707,60.71234146,61.06729268,61.44419512,61.8305122,62.2127561,62.58297561,62.93217073
Cabo Verde,CPV,48.85641463,49.04597561,49.3165122,49.6805122,50.139,50.67997561,51.28041463,51.91082927,52.54673171,53.17565854,53.79458537,54.40904878,55.03356098,55.67663415,56.3387561,57.02092683,57.72463415,58.44234146,59.16504878,59.8837561,60.58497561,61.25621951,61.8894878,62.48131707,63.02719512,63.52712195,63.98207317,64.40304878,64.80153659,65.1865122,65.5705122,65.9635122,66.37153659,66.79458537,67.23212195,67.67865854,68.12314634,68.55556098,68.96641463,69.35468293,69.72439024,70.08602439,70.44814634,70.81326829,71.17639024,71.52353659,71.83568293,72.09936585,72.30953659,72.47121951,72.59790244,72.70956098,72.82821951,72.97236585
Costa Rica,CRI,60.57619512,61.28856098,61.98378049,62.6497561,63.2794878,63.86892683,64.42058537,64.94602439,65.45631707,65.9594878,66.46260976,66.97170732,67.48931707,68.01746341,68.55917073,69.11941463,69.70319512,70.306,70.91931707,71.53219512,72.13019512,72.69790244,73.22334146,73.69707317,74.11460976,74.47343902,74.77604878,75.03539024,75.26287805,75.4684878,75.65868293,75.84192683,76.02021951,76.19753659,76.37634146,76.55860976,76.74180488,76.92241463,77.09692683,77.26436585,77.42268293,77.57087805,77.70946341,77.84046341,77.96536585,78.08665854,78.20780488,78.33031707,78.45773171,78.59260976,78.73604878,78.89017073,79.05353659,79.22521951
Caribbean small states,CSS,62.27179484,62.76899793,63.2254645,63.63815374,64.00786088,64.33815819,64.63435314,64.90709341,65.16559049,65.41630014,65.66350649,65.90828202,66.14957567,66.3846662,66.61385991,66.83936278,67.06365077,67.2871044,67.50927721,67.73051985,67.94728708,68.15074622,68.34713706,68.50450822,68.64437559,68.75426074,68.83796554,68.9169546,68.94586618,68.98574702,69.0164251,69.04060527,69.10910722,69.07610425,69.09590867,69.12287226,69.16007443,69.28803149,69.26609831,69.34108263,69.43826186,69.56277487,69.79830242,69.8877454,70.08292842,70.29388392,70.5158279,70.7419841,70.96579047,71.18162626,71.38492388,71.57206288,71.74355442,71.90196375
Cuba,CUB,63.90465854,64.51643902,65.13821951,65.76802439,66.40180488,67.03156098,67.6492439,68.24785366,68.82087805,69.36580488,69.88309756,70.37829268,70.85639024,71.32095122,71.7694878,72.19760976,72.59885366,72.96626829,73.29582927,73.58453659,73.8317561,74.03636585,74.20326829,74.33939024,74.4477561,74.52892683,74.58153659,74.60770732,74.61804878,74.62309756,74.64380488,74.70056098,74.80329268,74.95892683,75.16397561,75.409,75.67563415,75.94197561,76.19307317,76.42587805,76.64480488,76.86521951,77.10246341,77.36395122,77.64468293,77.93214634,78.20595122,78.44919512,78.6505122,78.81097561,78.93563415,79.0395122,79.14160976,79.25639024
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7097561,75.36341463,75.3097561,76.15609756,,77.47317073,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,69.59392683,69.92782927,70.2512439,70.56468293,70.86912195,71.16507317,71.45253659,71.731,72.0024878,72.26597561,72.52297561,72.77297561,73.01697561,73.25446341,73.48546341,73.71043902,73.93041463,74.14487805,74.35385366,74.55782927,74.75680488,74.95129268,75.1407561,75.3252439,75.50621951,75.68270732,75.85617073,76.02512195,76.19107317,76.35402439,76.51395122,76.67139024,76.82631707,76.97826829,77.12770732,77.27465854,77.41909756,77.56102439,77.70092683,77.83780488,77.97168293,78.10056098,78.22395122,78.34585366,78.4657561,78.58960976,78.72287805,78.8685122,79.02753659,79.1994878,79.38195122,79.5715122,79.76226829,79.94978049
Czech Republic,CZE,70.34878049,70.51268293,69.78682927,70.30439024,70.4595122,70.16317073,70.38487805,70.26414634,69.84073171,69.36707317,69.4402439,69.67707317,70.17658537,70.02268293,70.08658537,70.41463415,70.53268293,70.57341463,70.64390244,70.7495122,70.27804878,70.72219512,70.80780488,70.59146341,70.83756098,71.04634146,70.99731707,71.44560976,71.64146341,71.67560976,71.38390244,71.89829268,72.27170732,72.76780488,72.97268293,73.07487805,73.71463415,73.82487805,74.51463415,74.66829268,74.96829268,75.17317073,75.22195122,75.17073171,75.72195122,75.92439024,76.52439024,76.72439024,76.97560976,77.07804878,77.42439024,77.87317073,78.07560976,78.27804878
Germany,DEU,69.31295122,69.50995122,69.6925122,69.86009756,70.01370732,70.15182927,70.27092683,70.3735122,70.46509756,70.55068293,70.63978049,70.74287805,70.867,71.01668293,71.19541463,71.40173171,71.63414634,71.88368293,72.14280488,72.40853659,72.67790244,72.95239024,73.23097561,73.51214634,73.79285366,74.06453659,74.32163415,74.55960976,74.77895122,74.98268293,75.17736585,75.3195122,75.8195122,75.87073171,76.27073171,76.42195122,76.67317073,77.07317073,77.47560976,77.72682927,77.92682927,78.32926829,78.22926829,78.3804878,78.6804878,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537,79.98780488,80.74146341,80.89268293,81.04390244
Djibouti,DJI,44.02126829,44.45134146,44.87443902,45.29104878,45.70863415,46.14714634,46.6335122,47.18165854,47.79163415,48.45292683,49.13609756,49.8017561,50.4154878,50.95485366,51.41390244,51.80360976,52.14997561,52.48690244,52.83987805,53.21736585,53.61734146,54.02885366,54.43241463,54.811,55.15863415,55.47273171,55.75673171,56.01665854,56.25592683,56.47360976,56.66317073,56.81614634,56.92958537,57.00358537,57.04365854,57.05341463,57.03841463,57.01119512,56.98773171,56.98146341,57.01034146,57.0882439,57.22056098,57.41121951,57.66363415,57.98429268,58.37668293,58.82934146,59.32387805,59.84280488,60.36068293,60.85056098,61.29597561,61.68646341
Dominica,DMA,,,,,,,,,,,,,,,,,,,,,,,71.46341463,,,,,71.96341463,,,,,73.95121951,,,,,75.95121951,,,,,76.59756098,,,,,,,,,,,
Denmark,DNK,72.17658537,72.43829268,72.3197561,72.4004878,72.48512195,72.37073171,72.44414634,72.92219512,73.12146341,73.22097561,73.34341463,73.41463415,73.43902439,73.68219512,73.80829268,74.07512195,73.7397561,74.63243902,74.39292683,74.21926829,74.10170732,74.2304878,74.55121951,74.4204878,74.56219512,74.42756098,74.5797561,74.69121951,74.77170732,74.7997561,74.80536585,75.15780488,75.19414634,75.11682927,75.37512195,75.21268293,75.59146341,75.94512195,76.13902439,76.34146341,76.59268293,76.79268293,76.89512195,77.14390244,77.49268293,77.84390244,78.09512195,78.19512195,78.44634146,78.59756098,79.1,79.8,80.05121951,80.30243902
Dominican Republic,DOM,51.84526829,52.5782439,53.2992439,54.00678049,54.70031707,55.37882927,56.04426829,56.69509756,57.33034146,57.9465122,58.53968293,59.10490244,59.63926829,60.14326829,60.61692683,61.06219512,61.48104878,61.87890244,62.26514634,62.64726829,63.03568293,63.43936585,63.86282927,64.30807317,64.77763415,65.27253659,65.79578049,66.33892683,66.88856098,67.43270732,67.95041463,68.42221951,68.83712195,69.19063415,69.48326829,69.7205122,69.91634146,70.09173171,70.26365854,70.44214634,70.63373171,70.83892683,71.05180488,71.26682927,71.48353659,71.70039024,71.91682927,72.13131707,72.34231707,72.54831707,72.74980488,72.94529268,73.13531707,73.31990244
Algeria,DZA,46.13512195,46.59031707,47.045,47.49619512,47.94190244,48.37609756,48.79080488,49.1875122,49.57270732,49.95590244,50.34363415,50.74392683,51.17180488,51.64570732,52.18807317,52.8362439,53.6305122,54.57826829,55.66753659,56.87487805,58.16402439,59.4867561,60.78634146,62.00895122,63.11712195,64.0737561,64.85719512,65.48714634,65.98943902,66.38204878,66.69458537,66.95873171,67.20968293,67.4754878,67.77553659,68.12107317,68.50921951,68.92121951,69.34095122,69.76292683,70.18390244,70.6017561,71.01485366,71.421,71.81626829,72.19656098,72.55770732,72.89836585,73.21931707,73.52102439,73.80404878,74.07,74.32409756,74.56895122
East Asia & Pacific (developing only),EAP,45.54965822,45.98732427,46.85069879,48.19113451,49.99521273,52.12987371,54.39934969,56.5787181,58.48440008,60.02999723,61.18072249,61.96996538,62.52685453,62.9688972,63.34488554,63.69410348,64.04057938,64.37953874,64.70890181,65.0349233,65.36169564,65.68929508,66.01308354,66.3249179,66.62576164,66.91704779,67.19895173,67.47074898,67.73140633,67.97957141,68.21168817,68.42066461,68.60742338,68.77902643,68.94510859,69.12585348,69.34375121,69.61109863,69.93017999,70.29596938,70.69057538,71.09160477,71.47123792,71.81091655,72.10172196,72.34260766,72.54074268,72.71262985,72.87450848,73.03175547,73.1884378,73.34609877,73.50340561,73.65761656
East Asia & Pacific (all income levels),EAS,48.29831665,48.82364769,49.62039049,50.86560805,52.4593379,54.30372665,56.32330352,58.23014501,59.90103093,61.28479024,62.32229574,63.08566128,63.63209737,64.03999738,64.4328461,64.8074482,65.14619702,65.4847617,65.79636962,66.11244075,66.39416286,66.7199431,67.05093231,67.33388029,67.64759283,67.93823344,68.22781023,68.50808474,68.73672989,68.99275158,69.20816509,69.42331472,69.59618852,69.76851148,69.94832555,70.1015687,70.35297058,70.62070506,70.91906475,71.26302244,71.66283353,72.05693502,72.41879436,72.7431495,73.03424385,73.25445979,73.47384764,73.65125055,73.8133883,73.99025805,74.13188954,74.26716888,74.44456991,74.6046189
Europe & Central Asia (developing only),ECA,61.2105314,61.73673453,62.12940335,62.55351393,62.92965234,63.23059074,63.48808165,63.6899788,63.95793208,64.13623137,64.38261967,64.57483247,64.7160223,64.92475365,65.0932852,65.21361097,65.35166515,65.44338754,65.54869195,65.64523056,65.91529939,66.1279719,66.32610172,66.63521354,66.93042956,67.17919959,67.4238995,67.67157241,67.77090881,67.87814513,67.83886901,67.69961114,67.65029807,67.46274833,67.34626643,67.28452307,67.361038,67.7999459,68.14489767,68.51690214,68.89565068,69.2030976,69.36436258,69.59405255,69.8321355,69.98266603,70.24074041,70.51488703,70.7346667,71.21899525,71.56437869,71.95186151,72.20712626,72.45646107
Europe & Central Asia (all income levels),ECS,67.03002722,67.39474077,67.48937478,67.75993274,68.15814415,68.31097575,68.52277183,68.64870195,68.72086537,68.72908241,69.00872358,69.14600238,69.34941683,69.4436103,69.64602099,69.61942434,69.71945911,69.89160631,69.98153798,70.10061738,70.20455751,70.47035075,70.76182148,70.83195135,70.98289096,71.19546568,71.67946451,71.8937546,72.01731604,72.07586311,72.07430446,71.98085978,71.90668899,71.58562721,71.65159653,71.84212164,72.1962598,72.5856092,72.80616531,72.8986892,73.02607189,73.34169908,73.40033638,73.50802325,73.93472599,74.08919615,74.57271676,74.92014231,75.16668039,75.55267681,75.84692903,76.38335085,76.56936788,76.78973192
Ecuador,ECU,53.215,53.82029268,54.38753659,54.91019512,55.38729268,55.82082927,56.21934146,56.59982927,56.97731707,57.3637561,57.77012195,58.20439024,58.6664878,59.15541463,59.67219512,60.21285366,60.77346341,61.34656098,61.92519512,62.50690244,63.09219512,63.68404878,64.28543902,64.89631707,65.51219512,66.12753659,66.73731707,67.33404878,67.91321951,68.46834146,68.99536585,69.49326829,69.96358537,70.40882927,70.82904878,71.22682927,71.60473171,71.96431707,72.30814634,72.6352439,72.94417073,73.23043902,73.492,73.72780488,73.94231707,74.13797561,74.32021951,74.49502439,74.66782927,74.84460976,75.02980488,75.22643902,75.433,75.6485122
"Egypt, Arab Rep.",EGY,48.01370732,48.58158537,49.1065122,49.60195122,50.07539024,50.52039024,50.9204878,51.2682439,51.56868293,51.84178049,52.1224878,52.4552439,52.86995122,53.38307317,53.99609756,54.693,55.44182927,56.20063415,56.93797561,57.64136585,58.31582927,58.98043902,59.65717073,60.358,61.07595122,61.789,62.46863415,63.08982927,63.64056098,64.12080488,64.54907317,64.95534146,65.36963415,65.80995122,66.27829268,66.76068293,67.23209756,67.66407317,68.03658537,68.34514634,68.5907561,68.78643902,68.95265854,69.10943902,69.26578049,69.42968293,69.60319512,69.78229268,69.96446341,70.15014634,70.34029268,70.53331707,70.72914634,70.92578049
Euro area,EMU,69.27371101,69.64436515,69.60281546,69.77242602,70.23234036,70.31869107,70.59547424,70.73566023,70.78598154,70.79269027,71.15697158,71.2647898,71.60383629,71.69887954,72.02448698,72.16771002,72.43328707,72.78877712,73.01045251,73.3337642,73.52758519,73.81093964,74.15401891,74.22921084,74.58799568,74.75764386,75.05656989,75.34586887,75.53036981,75.7517958,75.89669328,76.02317384,76.37849617,76.48566897,76.79385623,76.95410574,77.21708908,77.57992883,77.79548899,78.02013026,78.273992,78.59671235,78.68433222,78.70709228,79.27849059,79.42608452,79.85585743,80.09952432,80.30267444,80.50333779,80.74824622,81.30307118,81.31211954,81.37319674
Eritrea,ERI,37.36290244,37.59887805,37.85158537,38.12312195,38.41453659,38.72697561,39.06107317,39.41343902,39.77868293,40.15085366,40.5235122,40.89121951,41.24885366,41.59229268,41.91692683,42.21463415,42.47673171,42.70814634,42.91678049,43.11504878,43.31992683,43.54992683,43.82263415,44.15014634,44.54502439,45.01131707,45.55058537,46.15185366,46.80314634,47.49802439,48.23595122,49.0184878,49.84004878,50.68968293,51.55134146,52.40460976,53.22853659,54.00960976,54.73934146,55.41168293,56.02502439,56.58278049,57.10282927,57.60268293,58.09282927,58.59241463,59.11656098,59.66941463,60.25007317,60.8535122,61.46614634,62.06936585,62.64497561,63.17787805
Spain,ESP,69.10926829,69.4804878,69.51902439,69.68121951,70.3997561,70.80926829,71.05512195,71.25292683,71.53780488,71.05756098,72.02731707,71.6302439,72.81804878,72.61073171,72.9697561,73.31878049,73.64268293,74.13195122,74.29560976,74.81878049,75.34926829,75.52853659,76.13414634,75.90902439,76.29536585,76.2595122,76.5104878,76.72804878,76.74707317,76.81365854,76.83756098,76.97121951,77.41,77.54658537,77.90146341,77.98073171,78.1204878,78.60414634,78.66585366,78.71707317,78.96585366,79.36829268,79.56829268,79.6195122,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,82.42682927
Estonia,EST,67.90597561,68.36285366,68.74204878,69.05407317,69.30992683,69.51712195,69.68068293,69.80212195,69.88292683,69.92760976,69.93660976,69.90534146,69.83331707,69.72507317,69.59117073,69.4437561,69.29243902,69.15136585,69.03219512,68.946,68.91407317,68.97804878,69.12682927,69.37560976,69.27804878,69.3804878,70.08536585,70.64390244,70.69756098,70.03902439,69.47560976,69.37317073,68.86341463,67.9097561,66.5,67.54390244,69.61219512,69.8097561,69.35853659,70.06341463,70.41707317,70.25853659,70.90487805,71.31707317,71.9097561,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.22926829,76.32682927,76.42439024
Ethiopia,ETH,38.40570732,39.06914634,39.69865854,40.27780488,40.79807317,41.25597561,41.65597561,42.01453659,42.34314634,42.6472439,42.93134146,43.19990244,43.45092683,43.67943902,43.88043902,44.03146341,44.10402439,44.09214634,44.00685366,43.87312195,43.74041463,43.67017073,43.70787805,43.882,44.196,44.62990244,45.14368293,45.67841463,46.19212195,46.66631707,47.09956098,47.50536585,47.9132439,48.34770732,48.81329268,49.3055122,49.80995122,50.31804878,50.83029268,51.35758537,51.93034146,52.58692683,53.3482439,54.21921951,55.18982927,56.23656098,57.32492683,58.408,59.44692683,60.41578049,61.29612195,62.08302439,62.79353659,63.44219512
European Union,EUU,69.27954395,69.58937012,69.51456838,69.75930074,70.22603602,70.33689557,70.56733338,70.67725898,70.72345628,70.67886356,70.99791646,71.10600402,71.41381445,71.53396097,71.82454607,71.92026866,72.12487553,72.4087402,72.52419966,72.7683244,72.86270491,73.20235556,73.46395521,73.52753686,73.80302003,73.87723904,74.14497751,74.38688949,74.57457691,74.73760163,74.85906597,74.96750366,75.28669043,75.39361543,75.68943023,75.81365775,76.06588486,76.35912911,76.59392231,76.82386118,77.15763117,77.49279744,77.60565463,77.69311811,78.19240633,78.36405728,78.73790213,78.96831811,79.18321462,79.44123634,79.72592245,80.29969434,80.31371947,80.38426187
Fragile and conflict affected situations,FCS,41.41181864,41.92737261,42.46507922,43.03041403,43.62248757,44.23460965,44.85521715,45.46858052,46.06216562,46.63059322,47.17118153,47.68690406,48.18372751,48.66501398,49.12913662,49.57375634,49.99476697,50.39296771,50.77546227,51.15162076,51.53262911,52.03299317,52.44436509,52.86763622,53.29493804,53.71482527,54.11702922,54.49428832,54.82838362,55.12530502,55.47663371,55.68953462,55.86372901,56.00893385,56.13353858,56.2482871,56.36632091,56.49901667,56.64828238,56.81599621,57.04016147,57.29910865,57.59226243,57.91500817,58.26327686,58.63419681,59.02675411,59.43450304,59.84818225,60.25745239,60.6539817,61.04103333,61.41393666,61.77110489
Finland,FIN,68.8197561,68.84414634,68.57780488,69.01268293,69.22097561,68.97780488,69.47707317,69.66658537,69.61634146,69.50341463,70.1795122,70.01756098,70.70731707,71.22365854,71.13487805,71.67365854,71.81292683,72.3502439,72.89707317,73.15536585,73.44,73.74658537,74.29804878,74.20097561,74.51902439,74.22292683,74.56,74.59195122,74.57707317,74.79219512,74.81317073,75.22756098,75.45536585,75.70512195,76.39560976,76.4095122,76.69341463,76.87853659,77.09073171,77.29121951,77.46585366,77.96585366,78.1195122,78.36829268,78.71463415,78.81707317,79.21463415,79.26341463,79.56829268,79.7195122,79.87073171,80.47073171,80.62682927,80.83170732
Fiji,FJI,55.9584878,56.39273171,56.81746341,57.23217073,57.63885366,58.03602439,58.42619512,58.80834146,59.1824878,59.54860976,59.9062439,60.25239024,60.58802439,60.91214634,61.22621951,61.53217073,61.83297561,62.12958537,62.42397561,62.71765854,63.00863415,63.29646341,63.57817073,63.85334146,64.11997561,64.37909756,64.62970732,64.87329268,65.11134146,65.34385366,65.57085366,65.79331707,66.0112439,66.22414634,66.43353659,66.63890244,66.8402439,67.03756098,67.23085366,67.42012195,67.60585366,67.788,67.96709756,68.14314634,68.31768293,68.49178049,68.6665122,68.84341463,69.02202439,69.20285366,69.38436585,69.565,69.74321951,69.91792683
France,FRA,69.86829268,70.11707317,70.31463415,70.51463415,70.66341463,70.81219512,70.96097561,71.16097561,71.3097561,71.45853659,71.65853659,71.90731707,72.10731707,72.35609756,72.60487805,72.85365854,73.10243902,73.35121951,73.60243902,73.85121951,74.05121951,74.3,74.5,74.8,75,75.3,75.6,75.8,76.1,76.34878049,76.6,76.84878049,77.1,77.3,77.64878049,77.75121951,77.95365854,78.30487805,78.60487805,78.75609756,79.05609756,79.15853659,79.26097561,79.11463415,80.16341463,80.16341463,80.81219512,81.11219512,81.21463415,81.41463415,81.66341463,82.11463415,81.96829268,81.96829268
Faeroe Islands,FRO,,,,,,,,,,,,,,74.49756098,,,,,75.98536585,,,,,,,,75.26585366,75.46585366,75.71463415,75.91463415,76.06341463,76.31219512,76.56341463,76.86341463,77.11463415,77.31463415,77.51707317,77.77073171,77.97560976,78.1804878,78.43658537,78.6902439,78.84390244,78.99512195,79.14390244,79.34146341,79.64146341,79.93902439,80.1902439,80.39268293,80.64390244,80.84634146,81.09756098,81.3
"Micronesia, Fed. Sts.",FSM,57.58658537,57.98558537,58.38358537,58.78158537,59.17958537,59.57858537,59.98158537,60.38758537,60.79758537,61.21158537,61.63358537,62.07058537,62.52058537,62.97558537,63.42658537,63.85458537,64.23958537,64.56758537,64.83358537,65.03658537,65.18358537,65.28958537,65.37358537,65.45358537,65.53958537,65.63658537,65.74558537,65.85858537,65.97258537,66.08458537,66.19758537,66.31012195,66.42265854,66.53570732,66.6482439,66.7597561,66.86770732,66.97160976,67.07290244,67.17263415,67.2752439,67.38426829,67.50373171,67.63514634,67.77602439,67.92436585,68.07419512,68.2204878,68.35926829,68.48953659,68.61226829,68.731,68.85070732,68.97339024
Gabon,GAB,39.57012195,39.92804878,40.374,40.92495122,41.58541463,42.34439024,43.17936585,44.05234146,44.93331707,45.80380488,46.65526829,47.4867561,48.31073171,49.13470732,49.95868293,50.78514634,51.61460976,52.44656098,53.2795122,54.11095122,54.94690244,55.79539024,56.65139024,57.50195122,58.32607317,59.09426829,59.77102439,60.33485366,60.76978049,61.07036585,61.24014634,61.29168293,61.2545122,61.15668293,61.01419512,60.82914634,60.59209756,60.30302439,59.97680488,59.64131707,59.3394878,59.11670732,59.00280488,59.01907317,59.17378049,59.46804878,59.88707317,60.39278049,60.94919512,61.53146341,62.12082927,62.70509756,63.28073171,63.84358537
United Kingdom,GBR,71.12682927,70.87804878,70.92682927,70.82682927,71.62439024,71.62439024,71.57317073,72.12439024,71.72439024,71.72195122,71.97317073,72.27317073,72.12439024,72.32439024,72.52439024,72.72439024,72.77560976,73.22439024,73.17560976,73.27560976,73.67560976,74.02682927,74.17804878,74.37804878,74.77804878,74.62926829,74.92926829,75.2804878,75.3804878,75.58292683,75.8804878,76.08292683,76.43414634,76.38536585,76.88536585,76.83658537,77.08780488,77.21097561,77.1902439,77.3902439,77.74146341,77.99268293,78.14390244,78.44634146,78.74634146,79.04878049,79.24878049,79.44878049,79.6,80.05121951,80.40243902,80.95121951,80.90487805,80.95609756
Georgia,GEO,63.43185366,63.83185366,64.23434146,64.63882927,65.04180488,65.43678049,65.8187561,66.1822439,66.52573171,66.84921951,67.15921951,67.46619512,67.77717073,68.09112195,68.40258537,68.69456098,68.94358537,69.13565854,69.26629268,69.3394878,69.3762439,69.40402439,69.44929268,69.52804878,69.6412439,69.77485366,69.90080488,69.99263415,70.03534146,70.03246341,69.99960976,69.96082927,69.94773171,69.98234146,70.07568293,70.23373171,70.45443902,70.72073171,71.01402439,71.32173171,71.63034146,71.92978049,72.21207317,72.47173171,72.7057561,72.91070732,73.08907317,73.24843902,73.39680488,73.53773171,73.67473171,73.80978049,73.94487805,74.0795122
Ghana,GHA,45.83146341,46.26670732,46.68253659,47.07843902,47.45336585,47.80763415,48.14097561,48.4552439,48.75641463,49.04807317,49.33497561,49.62195122,49.91229268,50.20729268,50.5095122,50.81395122,51.11546341,51.40982927,51.69729268,51.98178049,52.27178049,52.57831707,52.91043902,53.27368293,53.6704878,54.10970732,54.60268293,55.13731707,55.69363415,56.24717073,56.75163415,57.15726829,57.43678049,57.57980488,57.59482927,57.50270732,57.34078049,57.1642439,57.02392683,56.95370732,56.98709756,57.14760976,57.42043902,57.78517073,58.22236585,58.70104878,59.18421951,59.63585366,60.03041463,60.35546341,60.60997561,60.808,60.97702439,61.14207317
Guinea,GIN,34.88639024,35.08112195,35.26039024,35.42517073,35.58092683,35.73160976,35.88160976,36.03843902,36.21158537,36.41007317,36.6434878,36.92043902,37.242,37.6092439,38.02468293,38.48326829,38.97695122,39.49963415,40.05026829,40.63080488,41.25878049,41.95570732,42.73117073,43.58319512,44.49636585,45.45473171,46.43534146,47.40519512,48.32931707,49.17819512,49.91885366,50.52734146,51.00409756,51.35553659,51.58758537,51.69968293,51.69780488,51.60934146,51.47517073,51.33563415,51.24290244,51.24619512,51.37241463,51.63514634,52.04107317,52.58660976,53.2547561,53.9994878,54.77758537,55.55614634,56.30504878,57.00053659,57.63763415,58.2164878
"Gambia, The",GMB,32.04221951,32.32563415,32.66109756,33.06209756,33.53763415,34.09319512,34.7322439,35.44326829,36.2112439,37.02417073,37.87056098,38.73741463,39.6137561,40.49012195,41.35697561,42.21036585,43.05326829,43.88868293,44.72009756,45.54202439,46.35095122,47.14687805,47.92229268,48.66870732,49.37712195,50.03104878,50.613,51.11846341,51.54846341,51.91046341,52.214,52.47397561,52.71143902,52.94885366,53.20278049,53.49080488,53.82802439,54.2104878,54.63370732,55.09160976,55.57607317,56.07341463,56.5675122,57.0422439,57.48709756,57.89209756,58.25082927,58.56943902,58.85307317,59.10778049,59.34060976,59.56058537,59.77814634,59.99926829
Guinea-Bissau,GNB,37.84043902,38.14329268,38.46721951,38.81370732,39.18126829,39.56587805,39.96002439,40.35717073,40.75085366,41.1395122,41.52168293,41.89990244,42.27917073,42.66246341,43.05168293,43.44873171,43.85692683,44.27319512,44.69602439,45.12046341,45.53860976,45.94363415,46.32973171,46.69453659,47.03963415,47.37,47.69802439,48.03012195,48.37273171,48.72292683,49.07631707,49.42353659,49.75173171,50.05404878,50.32702439,50.56785366,50.7772439,50.96209756,51.13063415,51.29046341,51.44543902,51.60185366,51.76370732,51.93678049,52.12604878,52.33929268,52.58253659,52.85546341,53.15473171,53.47663415,53.81436585,54.15941463,54.5035122,54.83841463
Equatorial Guinea,GNQ,36.73304878,37.0324878,37.33241463,37.63182927,37.93173171,38.23163415,38.53156098,38.83204878,39.13304878,39.43558537,39.73114634,40.01370732,40.28273171,40.54573171,40.81368293,41.11707317,41.48787805,41.94212195,42.48382927,43.0995122,43.75921951,44.42,45.03936585,45.58934146,46.05890244,46.45402439,46.79465854,47.11673171,47.44921951,47.80414634,48.18953659,48.60595122,49.04143902,49.48356098,49.92536585,50.35487805,50.76163415,51.13958537,51.48819512,51.80890244,52.10863415,52.39680488,52.68634146,52.98968293,53.31578049,53.67458537,54.07658537,54.51631707,54.98631707,55.47719512,55.971,56.44682927,56.89026829,57.29082927
Greece,GRC,68.16390244,68.54863415,68.89226829,69.18570732,69.42943902,69.638,69.83746341,70.05246341,70.30256098,70.58929268,70.90363415,71.22656098,71.535,71.81485366,72.06463415,72.29370732,72.51956098,72.76165854,73.03107317,73.32936585,73.64714634,73.9694878,74.27802439,74.56487805,74.82717073,75.07656098,75.33021951,75.60263415,75.90065854,76.68780488,76.93902439,77.13658537,77.38292683,77.3902439,77.63902439,77.58536585,77.68536585,78.13658537,77.83902439,77.98780488,77.88780488,78.38780488,78.64146341,78.84146341,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634,80.63414634
Grenada,GRD,59.81592683,60.2495122,60.67009756,61.07668293,61.47126829,61.85334146,62.22292683,62.58102439,62.92663415,63.2622439,63.58787805,63.9035122,64.20965854,64.50782927,64.797,65.07917073,65.35336585,65.61856098,65.8767561,66.12695122,66.36965854,66.60587805,66.83558537,67.05980488,67.27802439,67.4907561,67.6984878,67.90073171,68.0974878,68.2897561,68.47502439,68.65380488,68.82560976,68.99139024,69.15419512,69.3175122,69.48631707,69.66163415,69.84746341,70.04429268,70.25160976,70.46792683,70.69073171,70.91602439,71.14280488,71.37209756,71.60590244,71.8447561,72.08714634,72.33007317,72.5675122,72.79341463,73.00226829,73.19356098
Greenland,GRL,,,,,,,,,,,,,,,,,,,63.41463415,63.95487805,63.4497561,63.07487805,63.19268293,63.3,63.46658537,63.83365854,64.24878049,64.65414634,64.58243902,64.66756098,65.06829268,64.99634146,65.1304878,65.50463415,65.8002439,65.52341463,65.66658537,65.71268293,66.08146341,66.33268293,66.89268293,67.55219512,68.10707317,68.38487805,68.75609756,69.17512195,69.46878049,69.94243902,70.18317073,70.44243902,70.83682927,71.00170732,,
